Scientific Name,Drugs.com URL,Adult Dosage,Pediatric Dosage,Renal Dose,Liver Dose
ALLOPURINOL,https://www.drugs.com/dosage/allopurinol.html,"for:




Gout


Hyperuricemia Secondary to Chemotherapy


Calcium Oxalate Calculi with Hyperuricosuria","for:




Hyperuricemia Secondary to Chemotherapy


Lesch-Nyhan Syndrome




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dose Adjustments


Precautions


Dialysis


Other Comments",,
VORTIOXETINE,https://www.drugs.com/dosage/vortioxetine.html,"for:




Depression


Major Depressive Disorder




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dose Adjustments


Precautions


Dialysis


Other Comments",,,
INSULIN ASPART,https://www.drugs.com/dosage/insulin-aspart.html,"for:




Diabetes Type 1


Diabetes Type 2


Diabetic Ketoacidosis


Nonketotic Hyperosmolar Syndrome


Hyperkalemia","for:




Diabetes Type 1




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dose Adjustments


Precautions


Dialysis


Other Comments",,
REMDESIVIR,https://www.drugs.com/dosage/remdesivir.html,"for:




COVID-19","for:




COVID-19




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Precautions


Dialysis


Other Comments",,
TOPOTECAN,https://www.drugs.com/dosage/topotecan.html,"for:




Ovarian Cancer


Cervical Cancer


Small Cell Lung Cancer




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dose Adjustments


Precautions


Dialysis


Other Comments",,,
LUSPATERCEPT,https://www.drugs.com/dosage/luspatercept.html,"for:




Anemia


Thalassemia




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Precautions


Dialysis


Other Comments",,,
CISPLATIN,https://www.drugs.com/dosage/cisplatin.html,"for:




Testicular Cancer


Ovarian Cancer


Bladder Cancer","for:




Testicular Cancer


Ovarian Cancer


Bladder Cancer




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dose Adjustments


Precautions


Dialysis


Other Comments",,
OFATUMUMAB,https://www.drugs.com/dosage/ofatumumab.html,"for:




Chronic Lymphocytic Leukemia


Multiple Sclerosis




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dose Adjustments


Precautions


Dialysis


Other Comments",,,
TENOFOVIR DISOPROXIL,https://www.drugs.com/dosage/tenofovir-disoproxil.html,"for:




HIV Infection


Chronic Hepatitis B


Occupational Exposure


Nonoccupational Exposure","for:




HIV Infection


Chronic Hepatitis B


Nonoccupational Exposure








Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Precautions


Dialysis


Other Comments",,
IBUPROFEN,https://www.drugs.com/dosage/ibuprofen.html,"for:




Dysmenorrhea


Osteoarthritis


Rheumatoid Arthritis


Pain


Fever","for:




Fever


Pain


Juvenile Rheumatoid Arthritis


Patent Ductus Arteriosus


Dysmenorrhea








Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Precautions


Dialysis


Other Comments",,
CLOBAZAM,https://www.drugs.com/dosage/clobazam.html,"for:




Lennox-Gastaut Syndrome","for:




Lennox-Gastaut Syndrome




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dose Adjustments


Precautions


Dialysis


Other Comments",,
IRON DEXTRAN,https://www.drugs.com/dosage/iron-dextran.html,"for:




Iron Deficiency Anemia


Anemia Associated with Chronic Renal Failure","for:




Iron Deficiency Anemia




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Precautions


Dialysis


Other Comments",,
LISINOPRIL,https://www.drugs.com/dosage/lisinopril.html,"for:




Hypertension


Congestive Heart Failure


Myocardial Infarction


Diabetic Nephropathy","for:




Hypertension








Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dose Adjustments


Precautions


Dialysis


Other Comments",,
ZANUBRUTINIB,https://www.drugs.com/dosage/zanubrutinib.html,"for:




Mantle Cell Lymphoma


Marginal Zone Lymphoma


Chronic Lymphocytic Leukemia


Waldenstrom's Macroglobulinemia


Follicular Lymphoma




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dose Adjustments


Precautions


Dialysis


Other Comments",,,
SOMATROPIN,https://www.drugs.com/dosage/somatropin.html,"for:




Adult Human Growth Hormone Deficiency


Cachexia


Short Bowel Syndrome","for:




Pediatric Growth Hormone Deficiency


Turner Syndrome


Idiopathic Short Stature


Growth Retardation - Chronic Renal Failure


Noonan's Syndrome


Short Stature for Age


Cachexia








Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dose Adjustments


Dialysis


Other Comments",,
HYDROCORTISONE,https://www.drugs.com/dosage/hydrocortisone.html,"for:




Adrenocortical Insufficiency


Anti-inflammatory


Sepsis


Asthma


Ulcerative Colitis


Ulcerative Proctitis","for:




Adrenocortical Insufficiency


Anti-inflammatory




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dose Adjustments


Precautions


Dialysis


Other Comments",,
ASFOTASE ALFA,https://www.drugs.com/dosage/asfotase-alfa.html,"for:




Hypophosphatasia","for:




Hypophosphatasia




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Precautions


Dialysis


Other Comments",,
GADODIAMIDE,https://www.drugs.com/dosage/gadodiamide.html,"for:




CNS Magnetic Resonance Imaging


Vascular Magnetic Resonance Imaging","for:




CNS Magnetic Resonance Imaging


Vascular Magnetic Resonance Imaging




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Precautions


Dialysis",,
IOHEXOL,https://www.drugs.com/dosage/iohexol.html,"for:




Myelography


Angiocardiography


Visceral Arteriography


Aortography


Cerebral Arteriography


Head Imaging


Digital Subtraction Angiography


Peripheral Angiography


Urography


Gastrointestinal Tract Examination


Body Imaging


Arthrography


Hysterosalpingography","for:




Myelography


Angiocardiography


Aortography


Visceral Arteriography


Head Imaging


Cystourethrography


Gastrointestinal Tract Examination




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dose Adjustments


Precautions


Dialysis


Other Comments",,
PEMBROLIZUMAB,https://www.drugs.com/dosage/pembrolizumab.html,"for:




Melanoma - Metastatic


Malignant Melanoma


Non-Small Cell Lung Cancer


Head and Neck Cancer


Hodgkin's Disease


Lymphoma


Urothelial Carcinoma


Bladder Cancer


Solid Tumors


Colorectal Cancer


Gastric Cancer


Esophageal Carcinoma


Cervical Cancer


Hepatocellular Carcinoma


Cholangiocarcinoma of biliary tract


Merkel Cell Carcinoma


Renal Cell Carcinoma


Endometrial Carcinoma


Squamous Cell Carcinoma


Breast Cancer","for:




Hodgkin's Disease


Lymphoma


Merkel Cell Carcinoma


Solid Tumors


Malignant Melanoma


Melanoma - Metastatic




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dose Adjustments


Precautions


Dialysis


Other Comments",,
MERCAPTOPURINE,https://www.drugs.com/dosage/mercaptopurine.html,"for:




Acute Lymphoblastic Leukemia","for:




Intestinal Arterial Insufficiency


Acute Lymphoblastic Leukemia




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Precautions


Dialysis


Other Comments",,
"LAMIVUDINE, ZIDOVUDINE",https://www.drugs.com/dosage/lamivudine-zidovudine.html,"for:




HIV Infection


Nonoccupational Exposure


Occupational Exposure","for:




HIV Infection




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Precautions


Dialysis


Other Comments",,
TOFACITINIB,https://www.drugs.com/dosage/tofacitinib.html,"for:




Rheumatoid Arthritis


Psoriatic Arthritis


Ankylosing Spondylitis


Ulcerative Colitis","for:




Juvenile Idiopathic Arthritis




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dose Adjustments


Precautions


Dialysis


Other Comments",,
TETRACYCLINE,https://www.drugs.com/dosage/tetracycline.html,"for:




Acne


Bronchitis


Brucellosis


Chlamydia Infection


Helicobacter pylori Infection


Lyme Disease - Arthritis


Lyme Disease - Carditis


Lyme Disease - Erythema Chronicum Migrans


Lyme Disease - Neurologic


Pneumonia


Rickettsial Infection


Upper Respiratory Tract Infection


Ornithosis


Psittacosis


Syphilis - Early


Syphilis - Latent


Tertiary Syphilis


Nongonococcal Urethritis


Gonococcal Infection - Uncomplicated


Cystitis


Epididymitis - Sexually Transmitted


Lymphogranuloma Venereum


Pelvic Inflammatory Disease","for:




Bacterial Infection




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Precautions


Dialysis


Other Comments",,
NIVOLUMAB,https://www.drugs.com/dosage/nivolumab.html,"for:




Melanoma - Metastatic


Non-Small Cell Lung Cancer


Malignant Pleural Mesothelioma


Renal Cell Carcinoma


Hodgkin's Disease


Head and Neck Cancer


Urothelial Carcinoma


Colorectal Cancer


Hepatocellular Carcinoma


Esophageal Carcinoma


Gastric Cancer","for:




Colorectal Cancer




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dose Adjustments


Precautions


Dialysis


Other Comments",,
DURVALUMAB,https://www.drugs.com/dosage/durvalumab.html,"for:




Urothelial Carcinoma


Non-Small Cell Lung Cancer


Small Cell Lung Cancer




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dose Adjustments


Precautions


Dialysis


Other Comments",,,
CIPROFLOXACIN,https://www.drugs.com/dosage/ciprofloxacin.html,"for:




Inhalation Bacillus anthracis


Cutaneous Bacillus anthracis


Anthrax Prophylaxis


Febrile Neutropenia


Intraabdominal Infection


Joint Infection


Osteomyelitis


Plague


Plague Prophylaxis


Nosocomial Pneumonia


Pneumonia


Bronchitis


Skin or Soft Tissue Infection


Skin and Structure Infection


Infectious Diarrhea


Shigellosis


Sinusitis


Salmonella Enteric Fever


Salmonella Gastroenteritis


Typhoid Fever


Urinary Tract Infection


Pyelonephritis


Cystitis


Prostatitis


Gonococcal Infection - Uncomplicated


Meningococcal Meningitis Prophylaxis


Tularemia


Chancroid


Granuloma Inguinale


Surgical Prophylaxis","for:




Anthrax Prophylaxis


Cutaneous Bacillus anthracis


Inhalation Bacillus anthracis


Urinary Tract Infection


Pyelonephritis


Plague Prophylaxis


Plague


Tularemia


Surgical Prophylaxis


Shigellosis


Salmonella Gastroenteritis


Salmonella Enteric Fever


Pneumonia with Cystic Fibrosis




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Precautions


Dialysis


Other Comments",,
POLATUZUMAB VEDOTIN,https://www.drugs.com/dosage/polatuzumab-vedotin.html,"for:




Lymphoma




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dose Adjustments


Precautions


Dialysis


Other Comments",,,
CHLORAMPHENICOL,https://www.drugs.com/dosage/chloramphenicol.html,"for:




Ornithosis


Bacteremia


Meningitis


Rickettsial Infection


Bacterial Infection


Cystic Fibrosis


Typhoid Fever


Gram Negative Infection


Psittacosis


Inhalation Bacillus anthracis


Cutaneous Bacillus anthracis


Plague


Tularemia","for:




Bacteremia


Meningitis


Rickettsial Infection


Bacterial Infection


Cystic Fibrosis


Typhoid Fever


Gram Negative Infection


Psittacosis


Ornithosis


Inhalation Bacillus anthracis


Cutaneous Bacillus anthracis


Plague


Tularemia




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dose Adjustments


Precautions


Dialysis


Other Comments",,
CEFPROZIL,https://www.drugs.com/dosage/cefprozil.html,"for:




Bronchitis


Cystitis


Otitis Media


Pneumonia


Pyelonephritis


Sinusitis


Skin or Soft Tissue Infection


Tonsillitis/Pharyngitis


Upper Respiratory Tract Infection","for:




Otitis Media


Sinusitis


Skin or Soft Tissue Infection


Tonsillitis/Pharyngitis




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Precautions


Dialysis",,
ICATIBANT,https://www.drugs.com/dosage/icatibant.html,"for:




Hereditary Angioedema




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Precautions


Dialysis


Other Comments",,,
OMEPRAZOLE,https://www.drugs.com/dosage/omeprazole.html,"for:




Duodenal Ulcer


Helicobacter pylori Infection


Gastric Ulcer


Erosive Esophagitis


Multiple Endocrine Adenomas


Systemic Mastocytosis


Zollinger-Ellison Syndrome


Hypersecretory Conditions


Gastroesophageal Reflux Disease


Dyspepsia","for:




Gastroesophageal Reflux Disease


Erosive Esophagitis




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dose Adjustments


Precautions


Dialysis


Other Comments",,
MARAVIROC,https://www.drugs.com/dosage/maraviroc.html,"for:




HIV Infection","for:




HIV Infection




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Precautions


Dialysis


Other Comments",,
BERACTANT,https://www.drugs.com/dosage/beractant.html,,"for:




Respiratory Distress Syndrome




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Precautions


Dialysis


Other Comments",,
GILTERITINIB,https://www.drugs.com/dosage/gilteritinib.html,"for:




Acute Myeloid Leukemia




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dose Adjustments


Precautions


Dialysis


Other Comments",,,
CEFTIZOXIME,https://www.drugs.com/dosage/ceftizoxime.html,"for:




Bacteremia


Cystitis


Epiglottitis


Gonococcal Infection - Disseminated


Gonococcal Infection - Uncomplicated


Intraabdominal Infection


Joint Infection


Meningitis


Osteomyelitis


Pelvic Inflammatory Disease


Peritonitis


Pneumonia


Pyelonephritis


Skin or Soft Tissue Infection


Urinary Tract Infection








Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dialysis


Other Comments",,,
ADALIMUMAB,https://www.drugs.com/dosage/adalimumab.html,"for:




Rheumatoid Arthritis


Ankylosing Spondylitis


Psoriatic Arthritis


Crohn's Disease - Acute


Crohn's Disease - Maintenance


Ulcerative Colitis


Plaque Psoriasis


Uveitis


Hidradenitis Suppurativa","for:




Juvenile Idiopathic Arthritis


Crohn's Disease - Acute


Crohn's Disease - Maintenance


Uveitis


Hidradenitis Suppurativa




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Precautions


Dialysis


Other Comments",,
PEGCETACOPLAN,https://www.drugs.com/dosage/pegcetacoplan.html,"for:




Paroxysmal Nocturnal Hemoglobinuria




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dose Adjustments


Precautions


Dialysis


Other Comments",,,
ERYTHROMYCIN,https://www.drugs.com/dosage/erythromycin.html,"for:




Amebiasis


Campylobacter Gastroenteritis


Mycoplasma Pneumonia


Otitis Media


Pharyngitis


Pneumonia


Skin or Soft Tissue Infection


Upper Respiratory Tract Infection


Bronchitis


Diphtheria


Gastroenteritis


Legionella Pneumonia


Bacterial Endocarditis Prophylaxis


Rheumatic Fever Prophylaxis


Nongonococcal Urethritis


Chlamydia Infection


Pertussis


Pelvic Inflammatory Disease


Syphilis - Early


Bowel Preparation


Bacteremia


Osteomyelitis


Bartonellosis


Impetigo


Lyme Disease


Skin and Structure Infection


Chancroid


Granuloma Inguinale


Lymphogranuloma Venereum","for:




Pneumonia


Skin or Soft Tissue Infection


Upper Respiratory Tract Infection


Bronchitis


Diphtheria


Gastroenteritis


Pharyngitis


Otitis Media


Mycoplasma Pneumonia


Campylobacter Gastroenteritis


Amebiasis


Bacterial Endocarditis Prophylaxis


Rheumatic Fever Prophylaxis


Chlamydia Infection


Nongonococcal Urethritis


Pertussis


Bacterial Infection


Bacteremia


Osteomyelitis


Bartonellosis


Impetigo


Lyme Disease


Surgical Prophylaxis


Skin and Structure Infection


Chancroid


Granuloma Inguinale


Lymphogranuloma Venereum








Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dose Adjustments


Precautions


Dialysis


Other Comments",,
