Original Name,Search Term
ALIMTA 500MG POWDER FOR SOLUTION FOR INFUSION,ALIMTA
MABRON,MABRON
FUCITHALMIC VISCOUS EYE DROPS,FUCITHALMIC
WILATE 1000 IU Powder and Solvent for Solution for Injection,WILATE
DESCOVY 200MG/25MG F.C.TABLET,DESCOVY
RAFOL 1 mg Tablet,RAFOL
DIOZAD,DIOZAD
PYRIDOXIN TAB 40MG,PYRIDOXIN
ALZAMED 5MG F.C.TABLET,ALZAMED
KAPRON 500 mg/5ml Injection,KAPRON
CRESPINE GEL FOR INJECTION,CRESPINE
ETHIONAMIDE 250 MG FCT,ETHIONAMIDE
MEDICURTAIN 10% GEL FOR INJECTION,MEDICURTAIN
LATUDA 40 MG F.C.TABLET,LATUDA
XEOMIN 50 U Vial,XEOMIN
CITAROX 200 mg VIAL,CITAROX
LETRASAN 2.5MG F.C.TABLET,LETRASAN
TORLEN 5 MG FILM-COATED TABLET,TORLEN
NEULASTIM 6MG-0.6ML PRE-FILLED SYRINGE,NEULASTIM
NAVELA 1.5 MG TABLET,NAVELA
BESPONSA 0.9 mg Vial,BESPONSA
APROVASC 150MG/5MG F.C.TABLET,APROVASC
IBICAR 250 MCG INHALATION,IBICAR
ANADEX 1MG F.C.TABLET,ANADEX
LUPRON DEPOT 3.75MG-VIAL,LUPRON
RESINCALCIO POWDER FOR SUSPENSION,RESINCALCIO
CARBAGLU 200MG DISPERSIBLE TABLETS,CARBAGLU
NUTRYELT CONC. FOR SOLUTION FOR INFUSION,NUTRYELT
SYNTOCINON 5 IU injection,SYNTOCINON
SKINOREN 20% CREAM,SKINOREN
KYTRIL 1MG TAB,KYTRIL
BEMFOLA 75IU/0.125ML INJECTION,BEMFOLA
VPRIV 40 U POWDER FOR SOLUTION FOR INFUSION,VPRIV
GEMZAR 200MG LYPH.VIAL 5ML,GEMZAR
PLAQUENIL 200MG TAB,PLAQUENIL
ESIDREX TAB. 25 MG,ESIDREX
ROBITUSSIN CF SYRUP,ROBITUSSIN
ACARIZAX 12SQ-HDM ORALLY LYOPHILISATE,ACARIZAX
TISSEEL Lyo Powder And Solvent For Sealant,TISSEEL
NOYADA 25MG/5ML ORAL SOLUTION,NOYADA
CIALIS 20MG TAB,CIALIS
ONDANSETRON MEDIS 8MG F.C.TABLET,ONDANSETRON
NEO-MERCAZOLE 5MG TAB,NEOMERCAZOLE
PATANOL 0.1% OPHTHALMIC SOLUTION,PATANOL
AMRI-K 10MG/1ML AMPOULES,AMRIK
PATADAY 0.2% OPHTHALMIC SOLUTION,PATADAY
SILOMES 400 mg Tablet,SILOMES
FLOXMED 500MG F.C.TABLET,FLOXMED
CAFFEINE CITRATE 10 mg/ml Solution For Injection,CAFFEINE
EVISTA 60 MG F-C TABLETS,EVISTA
LOXAMOX 250MG/50ML SOL. FOR IV INFUSION,LOXAMOX
HEPARINOL 5000 IU/ML INJECTION,HEPARINOL
AROX 0.5%  EYE DROPS,AROX
BEPANTHEN PLUS CREAM,BEPANTHEN
VONAL 10MG ML SOLUTION FOR INFUSION,VONAL
AZELASTIN-COMOD 0.5 mg/ml EYE DROP,AZELASTINCOMOD
DUPIXENT 200 mg Solution for Injection in Pre-filled syringe,DUPIXENT
LAXATROL 50 MG/8.60 MG FILM COATED TABLET (100S),LAXATROL
TORICOX 120MG F.C.TABLET,TORICOX
SUMAREX 50 MG F.C.TABLET (2S),SUMAREX
CYMBALTA 60MG HARD GASTRO-RESISTANT CAP,CYMBALTA
BETOLINA 5MG/ML INJECTION,BETOLINA
INTIDROL 40 MG LYOPHILISATE FOR SOLUTION FOR INJECTION,INTIDROL
HENASEN 500MG F.C.TABLET,HENASEN
EYMID 1% EYE DROP,EYMID
SECLODYN 1% EYE DROPS,SECLODYN
CO-ANGINET,COANGINET
OLSAR 20MG F.C.TABLET,OLSAR
ALEVIO 25MG F.C.TABLET,ALEVIO
LICAN 1% CREAM,LICAN
TAZMERON 15MG F.C.TABLET,TAZMERON
CARTINUM 150 MG/15 ML,CARTINUM
NAUSIDOM 10 mg Tablet,NAUSIDOM
CIFOGRU 2MG/ML VIAL,CIFOGRU
KEVZARA 150MG SOL. FOR INJ. IN PRE-FILLED SYRINGE,KEVZARA
ODECON 150 mg Capsule,ODECON
DOCINE 500 mg Vial,DOCINE
NPLATE 250 MCG POWDER FOR SOLUTION FOR INJECTION,NPLATE
LAZURE 200MG SOLUTION FOR INFUSION,LAZURE
ISONIAZID 300MG TABLET,ISONIAZID
DOCADEX 20 mg/ml Injection,DOCADEX
IMATIS 100MG F.C.TABLET,IMATIS
ROVASTA,ROVASTA
BACLOFEN INTRATHECAL SINTETICA 0.05MG/ML INJECTION,BACLOFEN
CYBELLE FILM COATED TABLET,CYBELLE
MOMATE NASAL SPRAY,MOMATE
PROZAC 20MG CAPSULES,PROZAC
IMNOVID 1 mg capsule,IMNOVID
PLAXOTRIN 5 MG/ML CONCENTRATE FOR SOLUTION FOR INFUSION (20 ml),PLAXOTRIN
D-Seul 5000 I.U SOFT GELATIN CAPSULE,DSEUL
SABRIL 500MG F.C.TAB,SABRIL
DORAVIT 1.25MG/ML I.V. INJECTION,DORAVIT
ELAPRASE 2 mg/ml concentrate for solution for infusion,ELAPRASE
Ozempic,OZEMPIC
Beta Cor 5mg Tablet,BETA
DEVARIN 20 MG F.C.TABLET,DEVARIN
IMIPENEM-CILASTATIN LABATEC 500/500 VIAL,IMIPENEMCILASTATIN
CRESEMBA 200MG VIAL,CRESEMBA
SCLERA 120 MG CAPSULE,SCLERA
ESOMA 40 MG DELAYED RELEASE CAPSULES,ESOMA
RENIS 12.5 MG CAPSULE,RENIS
NEAUVIA Organic Intense,NEAUVIA
MENVEO VACCINE,MENVEO
CELECT 100 MG CAPSULE,CELECT
DOXENDA 60 MG F.C.TABLET,DOXENDA
COXICEL 200 MG HARD CAPSULE,COXICEL
LEVOBAT 500 MG FILM COATED TABLET,LEVOBAT
CORTIMENT MMX 9 MG PROLONGED RELEASE TABLET,CORTIMENT
DIVINUS 5 mg film-coated tablet,DIVINUS
VIPDOMET 12.5 mg/1000 mg TABLETS,VIPDOMET
FLUARIX TETRA Suspension for Injection in Pre-filled Syringe,FLUARIX
BELARA 0.03MG/2MG F.C.TABLET,BELARA
INCRESYNC 25/45 mg Tablet,INCRESYNC
ONDRON 2MG/ML AMPOULE,ONDRON
SOTIRA 5MG CAPSULE,SOTIRA
BUFOMIX 160/4.5MCG EASYHALER,BUFOMIX
VIPIDIA 12.5 mg film-coated tablet,VIPIDIA
EDARBYCLOR 40 MG/12.5 MG TABLET,EDARBYCLOR
CO-OLMEPRESS 40 mg/12.5 mg F.C. Tablet,COOLMEPRESS
CYERO 25/15 mg Tablet,CYERO
STRATTERA 10MG CAPSULES,STRATTERA
EDARBI 40 mg tablet,EDARBI
PONIZEX 40MG VIAL,PONIZEX
CIMZIA 200 mg Solution for Injection,CIMZIA
HEMOSOL B0 SOLUTION FOR HAEMODIALYSIS,HEMOSOL
VEMLIDY 25MG F.C.TABLET,VEMLIDY
ROMACIN POWDER FOR ORAL/RECTAL Suspension,ROMACIN
CORREX 90MG F.C.TABLET,CORREX
XOROLA 2.5MG F.C.TABLET,XOROLA
CAVERTA 50 MG F.C.TABLET,CAVERTA
LUTTAGEN 0.075MG/0.03MG TABLET,LUTTAGEN
Vislube GEL,VISLUBE
TRAVOCORT CREAM,TRAVOCORT
ANGINET 160 MG FILM COATED TABLETS,ANGINET
TRIX 200 mg Capsule,TRIX
CLARISCAN 0.5MMOL/ML SOL. FOR INJECTION,CLARISCAN
QUZAL 25 mg Tablets,QUZAL
DIPROLENE 0.05% OINT,DIPROLENE
CANDEZA 8 mg Tablet,CANDEZA
NIMBEX 2MG\ML SOLUTION FOR INJ,NIMBEX
CEBO 200 MG CAPSULE,CEBO
PADO 20MG FILM COATED TABLET,PADO
Rinvoq,RINVOQ
GAVILDA 50MG TABLET     28S,GAVILDA
ALVANCO 500MG POW. FOR INFUSION,ALVANCO
Relif 100 mg Capsule,RELIF
EZORA 40 MG GASTRO-RESISTANT HARD CAPSULES (14S),EZORA
Imesta 500 mg/500 mg Powder For IV Infusion (10S),IMESTA
REDUVASC 150MG/5MG F.C.TABLET,REDUVASC
Pneumovax 23 Pneumococcal Vaccine Polyvalent,PNEUMOVAX
IMUTIN 100 MG CAPSULE,IMUTIN
FUNGISKA 50 mg Vial,FUNGISKA
CELLONA 500 mg F.C.TAB,CELLONA
EMIFLOC 500 mg Film-coated Tablet,EMIFLOC
BANORIV 2.5 mg Film Coated Tablet,BANORIV
ZANSOR 150MG F.C.TABLET,ZANSOR
PERTENSIO 125 mg Film-Coated Tablet,PERTENSIO
DEBROMU 40MG F.C.TABLET,DEBROMU
EZOLOC 25 MG TABLET,EZOLOC
GLOFEL 20 mg Film-coated Tablet,GLOFEL
BRIVIACT 50MG F.C.TABLET,BRIVIACT
SODANOR POWDER FOR ORAL/RECTAL SUSP.,SODANOR
ACIDOXAX 4MG VIAL,ACIDOXAX
DIAPHAGE 1 G SR TABLET,DIAPHAGE
Ravildo 3.125 mg F.C Tablets,RAVILDO
COMBIWAVE,COMBIWAVE
ADVANTAN 0.1% SKIN OINTMENT,ADVANTAN
RELEZIN 2 MG TABLET,RELEZIN
MOTILONE 10MG F.C.TABLET,MOTILONE
DUPHASTON 10 MG TAB,DUPHASTON
EDYST 20 MG F.C.TABLET,EDYST
MOXIQUIN 400MG TABLET,MOXIQUIN
ZYROSA 10MG F.C.TABLET,ZYROSA
RUATINE 20MG CAPSULE,RUATINE
MOXIDAD CAPSULES 250MG,MOXIDAD
VIVAZAC PLUS 300MG/25MG F.C.TABLET,VIVAZAC
MARCAINE INJ 0.5%,MARCAINE
SAFLUTAN 15MCG/ML EYE DROPS,SAFLUTAN
CARBOSET 600 mg film-coated tablet,CARBOSET
GLEPTAL 50MG TABLET,GLEPTAL
VINCRISTIN SULPH. 1MG-ML VIAL,VINCRISTIN
AVIALIS 5 MG F.C.TABLET,AVIALIS
XIBAX 60MG F.C.TABLET,XIBAX
CORTRIEF NASAL SPRAY,CORTRIEF
ESCIPRA 10MG FILM COATED TABLET,ESCIPRA
ZALDIAR,ZALDIAR
EVOKA 30 MG F.C.TABLET,EVOKA
SPASMOLYT 20 MG COATED TABLETS,SPASMOLYT
XOFIGO 1100 kBq/ml Solution for Injection,XOFIGO
VOSEVI 400MG/100MG/100MG F.C.TABLET,VOSEVI
ENBREL 50MG PRE-FILLED PEN,ENBREL
TRIUM UD Eye Drops,TRIUM
Aceda 500mg F.C.Tablet,ACEDA
CABOMETYX 60 mg F.C. Tablet,CABOMETYX
AVORES 400 Film Coated Tablets,AVORES
FENTEX 50MG/ML SOLUTION FOR INJECTION,FENTEX
LENVIMA 4 mg HARD CAPSULES,LENVIMA
SYNAGIS 100MG\ML I.M Solution for Injection,SYNAGIS
SKYRIZI 75 mg,SKYRIZI
PEYONA 20MG/ML SOL. FOR INF. AND ORAL Solution,PEYONA
LAMUCON 500 mg F.C.TAB,LAMUCON
TABIDEX 1 MG F. C. TABLET,TABIDEX
Pluryal BOOSTER,PLURYAL
Dolibz,DOLIBZ
PROPOVEN 1% VIAL,PROPOVEN
LIDOVA 5 mg capsule,LIDOVA
HYADENT BARRIER GEL,HYADENT
BIOQ ROPIVACAINE 2MG/ML SOL. FOR INFUSION,BIOQ
TACROZ FORTE OINTMENT,TACROZ
CANHERA 150MG VIAL,CANHERA
NITYR 2 mg Tablet,NITYR
DILIZOLEN 600MG TABLET,DILIZOLEN
ERLEADA 60 mg Film-coated Tablet,ERLEADA
LEPONEX 100MG TAB,LEPONEX
DERMALSTYLE forte Lidocaine,DERMALSTYLE
Luxturna,LUXTURNA
Amgevita 40 mg per 0.8 ml syringe,AMGEVITA
ALDURAZYME 100 U/ML VIAL,ALDURAZYME
ANGIRAM,ANGIRAM
CAL-C-VITA EFFERVESCENT,CALCVITA
VITRAKVI,VITRAKVI
JIVI powder and solvent for solution for injection,JIVI
MILORA HCT,MILORA
VERTEX,VERTEX
DAPOX 30MG F.C.TABLET,DAPOX
NEUPRO 2 mg/24 hrs Transdermal Patches,NEUPRO
KOZAMOD 5% CREAM,KOZAMOD
BORTEZON 3.5 mg Powder For Solution For Injection,BORTEZON
TAMENIB 100 MG CAPSULE,TAMENIB
OXIDOTE 1GM VIAL,OXIDOTE
APRELEX 20MCG/ML INHALATION SOLUTION,APRELEX
ADANCOR 10 mg tablet,ADANCOR
ISENTRESS 600MG F.C.TABLET,ISENTRESS
ABREMIA 250MG TABLET,ABREMIA
HERZUMA 150MG VIAL,HERZUMA
MODZAL 15MG/3ML INJECTION,MODZAL
ESOBLOC 10 mg/ml solution for infusion,ESOBLOC
TRUXIMA,TRUXIMA
FLUSORT 0.05% NASAL SPRAY,FLUSORT
OLMIDIP 20/5 mg FILM COATED TABLET,OLMIDIP
SUTEXA 12.5MG CAPSULE,SUTEXA
DAMESTA 10MG F.C.TABLET,DAMESTA
PIRAMYL-MET 2/500 mg Film-coated Tablet,PIRAMYLMET
LIFANCE 5MG F.C.TABLET,LIFANCE
ABSTRAL 100MCG SUBLINGUAL TABLET,ABSTRAL
ENEVOM 80 MG CAPSULE,ENEVOM
PAQUIX 2.5MG FILM COATED TABLET,PAQUIX
BATIPAN 100 mg per 50 ml - VIAL,BATIPAN
IMURAN,IMURAN
RECOMBIVAX HB,RECOMBIVAX
FOLOTYN 20MG/ML SOLUTION FOR INFUSION,FOLOTYN
TECANA 20MG/ML VIAL,TECANA
MAYZENT,MAYZENT
LIPANTHYL 145MG F.C. TABLETS,LIPANTHYL
LINDEC 600 mg Film-coated Tablet,LINDEC
SPINRAZA 2.4 mg/ml Vial,SPINRAZA
Renee Touch,RENEE
Cuprior,CUPRIOR
GASTROGRAFIN 76-ORAL AQUEOUS SOLN.,GASTROGRAFIN
ACICLOVIR  250MG/10ML,ACICLOVIR
VIRONTA,VIRONTA
PEDEXA,PEDEXA
PREVENAR 13 PRE-FILLED SYRINGE VACCINE,PREVENAR
CYTARABINE 100MG-1ML VIAL,CYTARABINE
PRAVAFEN 40/160 mg,PRAVAFEN
Kavira,KAVIRA
TAXOTERE 20 MG/ML SOLUTION FOR INFUSION,TAXOTERE
HYQVIA 100MG/ML SOLUTION FOR INFUSION,HYQVIA
DILATREND 25MG TABLET,DILATREND
LEMTRADA 12 MG CONCENTRATE FOR SOLUTION FOR INFUSION,LEMTRADA
CYCLOGEST 200MG PESSARIES,CYCLOGEST
PecFent 400 MCG NASAL SPRAY,PECFENT
NEXIUM 20MG TAB,NEXIUM
RAPAMUNE 1 MG Coated tablet,RAPAMUNE
SIAX,SIAX
TWINZOL EYE DROPS,TWINZOL
XIIDRA 50 MG/ML EYE DROPS,XIIDRA
BOSENTOR 62.5 mg Film-Coated Tablet,BOSENTOR
PEEVO,PEEVO
GLYCERYL TRINITRATE 50MG-10ML I-V AMP,GLYCERYL
SUPLASYN 20MG/2ML INJECTION,SUPLASYN
VINBLASTINE SULPHATE 10MG-10ML VIAL,VINBLASTINE
NEURITAM,NEURITAM
LORBRENA,LORBRENA
Carglumic Acid Waymade,CARGLUMIC
Levetiracetam BOS,LEVETIRACETAM
Metolina,METOLINA
CELEZON,CELEZON
Takhzyro,TAKHZYRO
COPSFIN 70MG VIAL,COPSFIN
NEUPOGEN 30 MU,NEUPOGEN
Hyalo4 Plus,HYALO
PARSABIV,PARSABIV
INTRAROSA,INTRAROSA
SISACURE 2MG/ML AMPOULE,SISACURE
ZYTEDIN 100MG POWDER FOR INJECTION,ZYTEDIN
UNAIRA 3GM SACHET,UNAIRA
TOBI PODHALER 28MG,TOBI
BUSULCAN 6 mg/ml Vial,BUSULCAN
VOSTRAN 2MG/ML SOLUTION FOR INJECTION,VOSTRAN
Debilur,DEBILUR
CLERON 250MG F.C.TABLET,CLERON
RESEDRA 1MG/ML ORAL SOLUTION,RESEDRA
FLOXAG 320MG F.C. TABLET,FLOXAG
SKINFILL GOLD PLUS INJECTION,SKINFILL
KLENDAM,KLENDAM
DIPRIVAN VIAL 10MG-ML,DIPRIVAN
Kurenail,KURENAIL
DEFRA 120MG DELAYED RELEASE CAPSULES,DEFRA
FONTAX 20 mg film-coated tablet,FONTAX
MOPIZALE 500MG/100ML SOLUTION FOR INFUSION,MOPIZALE
EXITINE,EXITINE
GARDIA 16MG TABLETS,GARDIA
IRIS 0.5 MG/ML SYRUP,IRIS
MESTINON 60MG TABLET,MESTINON
KALMO 8MG F.C.TABLET,KALMO
TRIVACIN 9.5MG/24H TRANSDERMAL PATCHES,TRIVACIN
CUVITRU 200MG/ML INJECTION,CUVITRU
TRAPRON,TRAPRON
DIAOPTIM MR,DIAOPTIM
Dovato,DOVATO
piqray,PIQRAY
OZERO,OZERO
RIBOLISIN EYE DROPS,RIBOLISIN
Bexsero,BEXSERO
Pevas,PEVAS
Birato,BIRATO
OLICAN,OLICAN
Dotagraf 0.5 mmol/ml Solution for Injection,DOTAGRAF
Trevicta 175 mg prolonged release suspension for injection,TREVICTA
BIOCAFFCIT,BIOCAFFCIT
AMLOVAN-HCT 10/320/25MG F.C.TABLET,AMLOVANHCT
GONISTA 125MG F.C TABLETS,GONISTA
AUGE CARE EYE DROPS,AUGE
HYE MONO EYE DROPS,HYE
XILOIAL MONO EYE DROPS,XILOIAL
GLADIO,GLADIO
BASALOG ONE,BASALOG
ORNIBEL 0.120 mg / 0.015 mg per 24 Hours,ORNIBEL
ARIGAL 250MG/2.5ML,ARIGAL
TRIPLEX B FILM COATED TABLET,TRIPLEX
KINZADO,KINZADO
HY-LIGHT,HYLIGHT
COSYREL 5MG/5MG F.C.TABLET,COSYREL
OMISEC,OMISEC
APIEXEL,APIEXEL
ADYNOVATE,ADYNOVATE
DYMISTA,DYMISTA
ILARIS,ILARIS
SMOFLIPID,SMOFLIPID
LISONORM 20 -10,LISONORM
VOLOPEM,VOLOPEM
FANVIL,FANVIL
REOVAIR,REOVAIR
CERDELGA,CERDELGA
TOPFEROL,TOPFEROL
ESPADA 10MG F.C TABLETS,ESPADA
PROLUTEX,PROLUTEX
Olimestra,OLIMESTRA
Eralyce,ERALYCE
Betavert,BETAVERT
Dusta,DUSTA
BITENS,BITENS
Etoxib,ETOXIB
Isolone,ISOLONE
Lenova,LENOVA
Cablivi,CABLIVI
Ferasiro 90,FERASIRO
Kymriah,KYMRIAH
DERMALAX PLUS INJECTION,DERMALAX
SCOLTA 10MG F.C TABLETS,SCOLTA
CROTAL 1MG CAPSULE,CROTAL
RIVAXEL 4.6MG/24HRS TRANSDERMAL PATCHES,RIVAXEL
GEBTIN,GEBTIN
GLATIJECT,GLATIJECT
Demexa,DEMEXA
MALAUST,MALAUST
Hyrimoz,HYRIMOZ
Exopex,EXOPEX
Pemitax,PEMITAX
Esperoct,ESPEROCT
RAFLOX,RAFLOX
ALBUNORM,ALBUNORM
Cabazitaxel SPC 60mg/1.5ml,CABAZITAXEL
Colistimethate SPC,COLISTIMETHATE
Pomalidomide SPC,POMALIDOMIDE
CALMAR,CALMAR
Hyalax Light,HYALAX
Eligon,ELIGON
Pixar,PIXAR
Triolite,TRIOLITE
Ixifi,IXIFI
Inhixa,INHIXA
DANDAXA,DANDAXA
REVARDIA,REVARDIA
CO-ZANSOR 150/12.5MG F.C TABLETS,COZANSOR
TETRAXIM,TETRAXIM
LEZAL,LEZAL
CIS-TAC,CISTAC
XIFAXAN 200MG F.C.TABLET,XIFAXAN
FLAMEX 400MG CAPSULE,FLAMEX
Sildenafil OHRE Pharma,SILDENAFIL
BOSULIF,BOSULIF
Otipax,OTIPAX
ATOX,ATOX
FOLICRON SR CAPSULE,FOLICRON
FROXA,FROXA
AMKANT,AMKANT
OGIVRI,OGIVRI
ROST,ROST
Durotine,DUROTINE
Otrasa,OTRASA
Kanjinti,KANJINTI
Galtipex,GALTIPEX
Reagila,REAGILA
Lamsev 800,LAMSEV
IVNEM,IVNEM
Tredia,TREDIA
Beovu,BEOVU
Ocaliva,OCALIVA
Etimicol 10,ETIMICOL
Trientine dihydrochloride,TRIENTINE
Zirabev,ZIRABEV
Xoria,XORIA
Pitacro,PITACRO
Tyrox,TYROX
Rivaroxaban SPC,RIVAROXABAN
Bosentan OHRE Pharma,BOSENTAN
Dimethyl Fumarate SPC,DIMETHYL
Hyacorp Face,HYACORP
Hyaprof Soft,HYAPROF
Ascenta,ASCENTA
Vdia,VDIA
Dermafill Volume Ultra,DERMAFILL
Metrosol,METROSOL
Jalor,JALOR
Diva,DIVA
Slinda,SLINDA
Ruxaar,RUXAAR
Nucala,NUCALA
Trazimera,TRAZIMERA
TYKODAS,TYKODAS
CIPROCARE,CIPROCARE
Exitor,EXITOR
Tadil,TADIL
Virtra,VIRTRA
Borvix,BORVIX
Bonteo 20 mcg per 80 mcl,BONTEO
ARGENTA,ARGENTA
Carfilzomib SPC,CARFILZOMIB
SOLYO,SOLYO
Zorta,ZORTA
Rexofil,REXOFIL
Penetro,PENETRO
Meropa,MEROPA
Blum-D,BLUMD
Parinso,PARINSO
Ondex,ONDEX
FEXOFIN,FEXOFIN
Refixia,REFIXIA
Exdure,EXDURE
Erastapecs Trio,ERASTAPECS
Xivar,XIVAR
SOPORIDEX,SOPORIDEX
CLAMUDEX,CLAMUDEX
Emcap,EMCAP
CLASGEN,CLASGEN
ZAVEDOS 1MG/ML VIAL,ZAVEDOS
EPILYRE,EPILYRE
EXAMIDE,EXAMIDE
ONDANION,ONDANION
BICNU,BICNU
CONTRAVE,CONTRAVE
MAVENCLAD,MAVENCLAD
LEVOACT,LEVOACT
AVIZOR LACRIFRESH OCU DRY 0.3%,AVIZOR
Tiplex,TIPLEX
Erlotinib SPC,ERLOTINIB
Fosaprepitant SPC,FOSAPREPITANT
Vyndamax,VYNDAMAX
Merional HG,MERIONAL
ABILIRAZOLE,ABILIRAZOLE
TECABEN,TECABEN
OLMAZIDE 20/12.5MG F.C.TABLET,OLMAZIDE
ESOPOLE,ESOPOLE
DARINE,DARINE
ALMETRA,ALMETRA
Hyalfid Gel,HYALFID
CARELIO,CARELIO
HEMADID,HEMADID
DABITRAN,DABITRAN
BIKTARVY,BIKTARVY
Lamotrine,LAMOTRINE
ALUNBRIG,ALUNBRIG
VIZIMPRO,VIZIMPRO
Baxdela,BAXDELA
Fuxran,FUXRAN
Loradin,LORADIN
Herptrex,HERPTREX
Bivoneb,BIVONEB
Lynparza,LYNPARZA
Vittoria,VITTORIA
Vildus,VILDUS
Keta,KETA
Etvab,ETVAB
TALZENNA,TALZENNA
Enoxaparin BOS,ENOXAPARIN
Ribex,RIBEX
CO-Ribex,CORIBEX
Xaliptine,XALIPTINE
Lectra,LECTRA
Milrinone BOS,MILRINONE
Ketorolac BOS,KETOROLAC
Rotavex Solution,ROTAVEX
BALVERSA,BALVERSA
PHENYLEPHRINE,PHENYLEPHRINE
Oramorph,ORAMORPH
"Carmustine for Injection, USP",CARMUSTINE
Sarclisa,SARCLISA
Duserex,DUSEREX
Glevate,GLEVATE
Ravixa,RAVIXA
Noradrenalin Sintetica 4mg/4ml without disulphite,NORADRENALIN
ABODEX,ABODEX
Ticopex,TICOPEX
Addaven,ADDAVEN
EUVAX B 20MCG VIAL,EUVAX
FANCATA 100MG TABLET,FANCATA
DACI,DACI
KEPAM,KEPAM
MOBIXEN,MOBIXEN
BRIMOCOM,BRIMOCOM
NOXAFIL,NOXAFIL
Irma-HCT 150 mg / 12.5 mg,IRMAHCT
VIDONORM 5MG/4MG TABLET,VIDONORM
LORINASE-D,LORINASED
Trimbow,TRIMBOW
Palipra,PALIPRA
Aryzalera,ARYZALERA
Olcontro,OLCONTRO
Attencare,ATTENCARE
Iphen,IPHEN
VALGAN,VALGAN
Xelobine,XELOBINE
Vantra,VANTRA
Zillion,ZILLION
MVASI,MVASI
Ziextenzo,ZIEXTENZO
XCELENS extra 4,XCELENS
Rozitta,ROZITTA
KROMAFINA,KROMAFINA
Cardesine 6mg/2ml Solution for Injection,CARDESINE
Pantrox,PANTROX
Sphingolin,SPHINGOLIN
Olmevasc,OLMEVASC
Pentaxim,PENTAXIM
Cartimov,CARTIMOV
Lipofirate,LIPOFIRATE
Telfocus,TELFOCUS
Zapnex,ZAPNEX
ELPIDA,ELPIDA
ENFORZA,ENFORZA
ARTELAC COMPLETE MDO EYE LUBRICANT,ARTELAC
OCTAPLAS LG 45-70MG/ML,OCTAPLAS
Vittoria-HCT,VITTORIAHCT
Xermelo,XERMELO
Lovista,LOVISTA
Tacidine,TACIDINE
Adijet,ADIJET
Vedoxin,VEDOXIN
Vaxcel Heparin Sodium Injection,VAXCEL
Dona,DONA
Lokelma,LOKELMA
Rybelsus,RYBELSUS
Bosfit,BOSFIT
Emgality,EMGALITY
ICLUSIG,ICLUSIG
Rocuronium Bromide BOS,ROCURONIUM
TESTAVAN,TESTAVAN
Ilumya,ILUMYA
TEBARAT,TEBARAT
Allbloc,ALLBLOC
Coxinix,COXINIX
Saizen,SAIZEN
Poliza,POLIZA
Fenajet,FENAJET
Abrilada,ABRILADA
POTELIGEO,POTELIGEO
Lamzede,LAMZEDE
Golimara,GOLIMARA
Gizlan,GIZLAN
Tadoxel,TADOXEL
Divinusmet,DIVINUSMET
VORIC,VORIC
Catabina,CATABINA
PREVYMIS,PREVYMIS
Deriva BPO,DERIVA
Evenity,EVENITY
TERROSA,TERROSA
CRYSVITA,CRYSVITA
LINZESS,LINZESS
VIAGACIN,VIAGACIN
BAVENCIO,BAVENCIO
ABRAXANE,ABRAXANE
DULCOLAX 5MG ENTERIC COATED TABLET,DULCOLAX
VIBATIV,VIBATIV
PRILIGY,PRILIGY
HIDRASEC,HIDRASEC
FONDAPARINUX SPC 2.5MG/0.5ML INJECTION,FONDAPARINUX
PROTOPIC 0.1% OINTMENT,PROTOPIC
Capillo,CAPILLO
Eradocin,ERADOCIN
Novfol,NOVFOL
Bendy,BENDY
Ondans,ONDANS
Turbo,TURBO
VaxigripTetra,VAXIGRIPTETRA
Aimovig,AIMOVIG
Resepta,RESEPTA
DAVLEX,DAVLEX
Dergit,DERGIT
Valtroza,VALTROZA
Vorican,VORICAN
RENAPAT,RENAPAT
Phreno XR,PHRENO
Spravato,SPRAVATO
Idacio,IDACIO
Olneda,OLNEDA
Amovac Enema,AMOVAC
REYVOW,REYVOW
Multifidera,MULTIFIDERA
LEQVIO,LEQVIO
Plasiv,PLASIV
Lenamid,LENAMID
TERODA,TERODA
Megmento,MEGMENTO
Decryst,DECRYST
VIRGAN,VIRGAN
Trexon,TREXON
Doptelet,DOPTELET
Bysimin,BYSIMIN
Vapress,VAPRESS
Averaz,AVERAZ
Axyla,AXYLA
JUNYELT,JUNYELT
ABELCET 5MG/ML IV VIAL,ABELCET
Rixathon,RIXATHON
ZINOLE 5MG TABLET (28 tablets),ZINOLE
Laroza,LAROZA
Celer,CELER
Zylone,ZYLONE
Vanin,VANIN
Sayen,SAYEN
Nosco,NOSCO
NOREPINEPHRINE,NOREPINEPHRINE
Bortada,BORTADA
Apriva,APRIVA
Zencin,ZENCIN
Mizotra,MIZOTRA
Rosalus 20mg Film coated Tablets,ROSALUS
Norphed,NORPHED
Ragilin,RAGILIN
Marixino,MARIXINO
Feromenta Folic,FEROMENTA
Kovaltry,KOVALTRY
Ceftriaxone Amarox,CEFTRIAXONE
TiboFem,TIBOFEM
Batlor,BATLOR
TALYNTA,TALYNTA
Lorius,LORIUS
Zoxta,ZOXTA
Kanvasiv,KANVASIV
REVANESSE CONTOUR,REVANESSE
Carbimazole Macleods,CARBIMAZOLE
Veklury,VEKLURY
Keroz,KEROZ
Neulasta Onpro,NEULASTA
Proteomib,PROTEOMIB
TRUMENBA,TRUMENBA
Enzastik,ENZASTIK
Reblozyl,REBLOZYL
Tedalix,TEDALIX
Kesimpta,KESIMPTA
